,username,created_at,truncated,description,following,followers,totaltweets,retweetcount,text,hashtags,user_mention,retweetScreenNames
38,SoarForFreedom,2022-09-21 18:27:24+00:00,False,"Freedom🦅Lover: I Choose THE AMERICAN DREAM!
Family:USArmy/USMC Vets
Love•Faith•Humor•Music•Truth•❤USA & ALL WHO FIGHT For Her FREEDOM!🗽 #NeverForget (🚫LISTS)",2493,2587,89700,59,"Their Tyrannical Mandates have actually United🇺🇸US! HA!😂 Joke's on our Govt.

#NYC #DoNotComply 🚫
#NoVaccineMandates 
#NoMedicalApartheid https://t.co/wjAAaIHWgC","[{'text': 'NYC', 'indices': [98, 102]}, {'text': 'DoNotComply', 'indices': [103, 115]}, {'text': 'NoVaccineMandates', 'indices': [118, 136]}]",['SoarForFreedom'],SoarForFreedom
39,DeeThom36738606,2022-09-21 18:17:24+00:00,False,,648,222,3802,0,@IsabelOakeshott @hollywills @Schofe So if they were offered a media facility at a  future #VaccineInjury summit would they jump at the chance?,"[{'text': 'VaccineInjury', 'indices': [91, 105]}]","['IsabelOakeshott', 'hollywills', 'Schofe']",
40,FatMireille,2022-09-21 18:01:47+00:00,False,"Thou doth protest too much. Gen X. No one is born in the wrong body, for crying out loud. Listen to yourselves you sound insane.",679,367,9206,0,"@JustinTrudeau But this is acceptable. And so is freezing bank accounts of protestors. 

You are a fascist in a decadent failing society. #tranada #NoVaccineMandates #istandwithcanadiantruckers https://t.co/oGB9z8T0rz","[{'text': 'tranada', 'indices': [138, 146]}, {'text': 'NoVaccineMandates', 'indices': [147, 165]}, {'text': 'istandwithcanadiantruckers', 'indices': [166, 193]}]",['JustinTrudeau'],
41,rainbowofsun,2022-09-21 17:53:57+00:00,False,"Faith, hope & LOVE. 
Autism Mom
Know your rights & use them
Vaccines can & do cause harm 
Question EVERYTHING
WTP 🇺🇸  RTs = 👍",3029,2035,21316,0,"@beneatnwheaties @RobertKennedyJr I have an adult child who is brain injured &amp; also suffers chronic neuro, immune &amp; gastro issues from his ""well"" baby shots. 
There are multi millions more children/individuals out there like my child.
#NotRare #VaccineInjury","[{'text': 'NotRare', 'indices': [243, 251]}, {'text': 'VaccineInjury', 'indices': [252, 266]}]","['beneatnwheaties', 'RobertKennedyJr']",
42,HPot8888,2022-09-21 17:46:32+00:00,False,Rebel,467,335,10355,1,"Needed: Joint @INTERPOL_HQ-RCMP-FBI Investigation into Gov Corruption/Fraud/Racketeering
#cdnpoli #onpoli #bcpoli #qcpoli  #saskpoli 
#NoVaccineMandates
#NoVaccinePassports
#TruckersForFreedom
#TheGreatResist
#Nuremberg2
#NoFarmsNoFood https://t.co/2XKlLVlQgi","[{'text': 'cdnpoli', 'indices': [106, 114]}, {'text': 'onpoli', 'indices': [115, 122]}, {'text': 'bcpoli', 'indices': [123, 130]}, {'text': 'qcpoli', 'indices': [131, 138]}]","['kittyhundal', 'INTERPOL_HQ']",kittyhundal
43,Mara64672767,2022-09-21 17:42:22+00:00,False,Todo saldrá a luz 💉🍕⚠️🌎,4810,3068,12260,1,"Brainwashed Comedian Brags About Booster Then Loses Consciousness and Breaks Her Actual Skull
👇
https://t.co/GYeWGszdfv

#vaccineinjury #SADS #suddenadultdeathsyndrome https://t.co/gybRLoYCme",[],['TheEMC12'],TheEMC12
44,kellyotweets,2022-09-21 17:28:00+00:00,False,"20th century pop culture, politics(c) vintage guitars,amps & American muscle cars. Dad, Papa, engine builder, guitarist, animal lover. Not pc.",2891,2163,51574,0,@thismorning @sara_kayat And if I don't get it I'm 100%  protected from #vaccineinjury and 98% from death by covid.,"[{'text': 'vaccineinjury', 'indices': [72, 86]}]","['thismorning', 'sara_kayat']",
45,AbFabFit,2022-09-21 17:24:46+00:00,False,"Empowering Exercise & Wellness Coach🌞 Outdoor Certified Personal Trainer🌳MotherNature Lover🌍Multipotentialite✨ 
Free Thinker🛑💉☠️🚫 #HealthFreedom Fighter🌈",1514,808,9302,1,"@TheEliKlein Hallelujah!!! Finally a shred of reason returning to covid response.
#informedconsent
#bodilyautonomy
#NoVaccineMandates 
Unmasked unmuzzled unjabbed unafraid unapologetic #unfuckwithable","[{'text': 'informedconsent', 'indices': [82, 98]}, {'text': 'bodilyautonomy', 'indices': [99, 114]}, {'text': 'NoVaccineMandates', 'indices': [115, 133]}, {'text': 'unfuckwithable', 'indices': [185, 200]}]",['TheEliKlein'],
46,kittyhundal,2022-09-21 17:22:55+00:00,False,"Cypherpunks: Privacy for the powerless, Transparency for the powerful. #FreeThinker 😺 #FreeAssange #OCLA #TaxtheRich #Panquake #TalkLiberation #TheGreatResist",4033,4110,196754,1,"Needed: Joint @INTERPOL_HQ-RCMP-FBI Investigation into Gov Corruption/Fraud/Racketeering
#cdnpoli #onpoli #bcpoli #qcpoli  #saskpoli 
#NoVaccineMandates
#NoVaccinePassports
#TruckersForFreedom
#TheGreatResist
#Nuremberg2
#NoFarmsNoFood https://t.co/2XKlLVlQgi","[{'text': 'cdnpoli', 'indices': [89, 97]}, {'text': 'onpoli', 'indices': [98, 105]}, {'text': 'bcpoli', 'indices': [106, 113]}, {'text': 'qcpoli', 'indices': [114, 121]}, {'text': 'saskpoli', 'indices': [123, 132]}, {'text': 'NoVaccineMandates', 'indices': [134, 152]}, {'text': 'NoVaccinePassports', 'indices': [153, 172]}, {'text': 'TruckersForFreedom', 'indices': [173, 192]}, {'text': 'TheGreatResist', 'indices': [193, 208]}, {'text': 'Nuremberg2', 'indices': [209, 220]}, {'text': 'NoFarmsNoFood', 'indices': [221, 235]}]",['INTERPOL_HQ'],
47,HPot8888,2022-09-21 17:22:11+00:00,False,Rebel,467,335,10355,1,"Needed: Joint @INTERPOL_HQ-RCMP-FBI Investigation into Gov Corruption/Fraud/Racketeering
#cdnpoli #onpoli #bcpoli #qcpoli  #saskpoli 
#NoVaccineMandates
#NoVaccinePassports
#TruckersForFreedom
#TheGreatResist
#Nuremberg2
#NoFarmsNoFood https://t.co/1zBRRhUGRo","[{'text': 'cdnpoli', 'indices': [106, 114]}, {'text': 'onpoli', 'indices': [115, 122]}, {'text': 'bcpoli', 'indices': [123, 130]}, {'text': 'qcpoli', 'indices': [131, 138]}]","['kittyhundal', 'INTERPOL_HQ']",kittyhundal
48,TheSent81167440,2022-09-21 17:20:53+00:00,False,,1500,513,25640,2,"Needed: Joint @INTERPOL_HQ-RCMP-FBI Investigation into Gov Corruption/Fraud/Racketeering
#cdnpoli #onpoli #bcpoli #qcpoli  #saskpoli 
#NoVaccineMandates
#NoVaccinePassports
#TruckersForFreedom
#TheGreatResist
#Nuremberg2
#NoFarmsNoFood https://t.co/bS6fu9lRuq","[{'text': 'cdnpoli', 'indices': [106, 114]}, {'text': 'onpoli', 'indices': [115, 122]}, {'text': 'bcpoli', 'indices': [123, 130]}, {'text': 'qcpoli', 'indices': [131, 138]}]","['kittyhundal', 'INTERPOL_HQ']",kittyhundal
49,kittyhundal,2022-09-21 17:19:13+00:00,False,"Cypherpunks: Privacy for the powerless, Transparency for the powerful. #FreeThinker 😺 #FreeAssange #OCLA #TaxtheRich #Panquake #TalkLiberation #TheGreatResist",4033,4110,196754,0,"Needed: Joint @INTERPOL_HQ-RCMP-FBI Investigation into Gov Corruption/Fraud/Racketeering
#cdnpoli #onpoli #bcpoli #qcpoli  #saskpoli 
#NoVaccineMandates
#NoVaccinePassports
#TruckersForFreedom
#TheGreatResist
#Nuremberg2
#NoFarmsNoFood https://t.co/rlw90JNmPp","[{'text': 'cdnpoli', 'indices': [89, 97]}, {'text': 'onpoli', 'indices': [98, 105]}, {'text': 'bcpoli', 'indices': [106, 113]}, {'text': 'qcpoli', 'indices': [114, 121]}, {'text': 'saskpoli', 'indices': [123, 132]}, {'text': 'NoVaccineMandates', 'indices': [134, 152]}, {'text': 'NoVaccinePassports', 'indices': [153, 172]}, {'text': 'TruckersForFreedom', 'indices': [173, 192]}, {'text': 'TheGreatResist', 'indices': [193, 208]}, {'text': 'Nuremberg2', 'indices': [209, 220]}, {'text': 'NoFarmsNoFood', 'indices': [221, 235]}]",['INTERPOL_HQ'],
50,kittyhundal,2022-09-21 17:18:06+00:00,False,"Cypherpunks: Privacy for the powerless, Transparency for the powerful. #FreeThinker 😺 #FreeAssange #OCLA #TaxtheRich #Panquake #TalkLiberation #TheGreatResist",4033,4110,196754,1,"Needed: Joint @INTERPOL_HQ-RCMP-FBI Investigation into Gov Corruption/Fraud/Racketeering
#cdnpoli #onpoli #bcpoli #qcpoli  #saskpoli 
#NoVaccineMandates
#NoVaccinePassports
#TruckersForFreedom
#TheGreatResist
#Nuremberg2
#NoFarmsNoFood https://t.co/1zBRRhUGRo","[{'text': 'cdnpoli', 'indices': [89, 97]}, {'text': 'onpoli', 'indices': [98, 105]}, {'text': 'bcpoli', 'indices': [106, 113]}, {'text': 'qcpoli', 'indices': [114, 121]}, {'text': 'saskpoli', 'indices': [123, 132]}, {'text': 'NoVaccineMandates', 'indices': [134, 152]}, {'text': 'NoVaccinePassports', 'indices': [153, 172]}, {'text': 'TruckersForFreedom', 'indices': [173, 192]}, {'text': 'TheGreatResist', 'indices': [193, 208]}, {'text': 'Nuremberg2', 'indices': [209, 220]}, {'text': 'NoFarmsNoFood', 'indices': [221, 235]}]",['INTERPOL_HQ'],
51,HPot8888,2022-09-21 17:17:11+00:00,False,Rebel,467,335,10355,1,"Needed: Joint @INTERPOL_HQ-RCMP-FBI Investigation into Gov Corruption/Fraud/Racketeering
#cdnpoli #onpoli #bcpoli #qcpoli  #saskpoli 
#NoVaccineMandates
#NoVaccinePassports
#TruckersForFreedom
#TheGreatResist
#Nuremberg2
#NoFarmsNoFood https://t.co/CD4jLzOYeU","[{'text': 'cdnpoli', 'indices': [106, 114]}, {'text': 'onpoli', 'indices': [115, 122]}, {'text': 'bcpoli', 'indices': [123, 130]}, {'text': 'qcpoli', 'indices': [131, 138]}]","['kittyhundal', 'INTERPOL_HQ']",kittyhundal
52,kittyhundal,2022-09-21 17:17:09+00:00,False,"Cypherpunks: Privacy for the powerless, Transparency for the powerful. #FreeThinker 😺 #FreeAssange #OCLA #TaxtheRich #Panquake #TalkLiberation #TheGreatResist",4033,4110,196754,2,"Needed: Joint @INTERPOL_HQ-RCMP-FBI Investigation into Gov Corruption/Fraud/Racketeering
#cdnpoli #onpoli #bcpoli #qcpoli  #saskpoli 
#NoVaccineMandates
#NoVaccinePassports
#TruckersForFreedom
#TheGreatResist
#Nuremberg2
#NoFarmsNoFood https://t.co/bS6fu9lRuq","[{'text': 'cdnpoli', 'indices': [89, 97]}, {'text': 'onpoli', 'indices': [98, 105]}, {'text': 'bcpoli', 'indices': [106, 113]}, {'text': 'qcpoli', 'indices': [114, 121]}, {'text': 'saskpoli', 'indices': [123, 132]}, {'text': 'NoVaccineMandates', 'indices': [134, 152]}, {'text': 'NoVaccinePassports', 'indices': [153, 172]}, {'text': 'TruckersForFreedom', 'indices': [173, 192]}, {'text': 'TheGreatResist', 'indices': [193, 208]}, {'text': 'Nuremberg2', 'indices': [209, 220]}, {'text': 'NoFarmsNoFood', 'indices': [221, 235]}]",['INTERPOL_HQ'],
53,kittyhundal,2022-09-21 17:16:16+00:00,False,"Cypherpunks: Privacy for the powerless, Transparency for the powerful. #FreeThinker 😺 #FreeAssange #OCLA #TaxtheRich #Panquake #TalkLiberation #TheGreatResist",4033,4110,196754,1,"Needed: Joint @INTERPOL_HQ-RCMP-FBI Investigation into Gov Corruption/Fraud/Racketeering
#cdnpoli #onpoli #bcpoli #qcpoli  #saskpoli 
#NoVaccineMandates
#NoVaccinePassports
#TruckersForFreedom
#TheGreatResist
#Nuremberg2
#NoFarmsNoFood https://t.co/69NEHwWZ7N","[{'text': 'cdnpoli', 'indices': [89, 97]}, {'text': 'onpoli', 'indices': [98, 105]}, {'text': 'bcpoli', 'indices': [106, 113]}, {'text': 'qcpoli', 'indices': [114, 121]}, {'text': 'saskpoli', 'indices': [123, 132]}, {'text': 'NoVaccineMandates', 'indices': [134, 152]}, {'text': 'NoVaccinePassports', 'indices': [153, 172]}, {'text': 'TruckersForFreedom', 'indices': [173, 192]}, {'text': 'TheGreatResist', 'indices': [193, 208]}, {'text': 'Nuremberg2', 'indices': [209, 220]}, {'text': 'NoFarmsNoFood', 'indices': [221, 235]}]",['INTERPOL_HQ'],
54,kittyhundal,2022-09-21 17:08:55+00:00,False,"Cypherpunks: Privacy for the powerless, Transparency for the powerful. #FreeThinker 😺 #FreeAssange #OCLA #TaxtheRich #Panquake #TalkLiberation #TheGreatResist",4033,4110,196754,1,"Needed: Joint @INTERPOL_HQ-RCMP-FBI Investigation into Gov Corruption/Fraud/Racketeering
#cdnpoli #onpoli #bcpoli #qcpoli  #saskpoli 
#NoVaccineMandates
#NoVaccinePassports
#TruckersForFreedom
#TheGreatResist
#Nuremberg2
#NoFarmsNoFood https://t.co/CD4jLzOYeU","[{'text': 'cdnpoli', 'indices': [89, 97]}, {'text': 'onpoli', 'indices': [98, 105]}, {'text': 'bcpoli', 'indices': [106, 113]}, {'text': 'qcpoli', 'indices': [114, 121]}, {'text': 'saskpoli', 'indices': [123, 132]}, {'text': 'NoVaccineMandates', 'indices': [134, 152]}, {'text': 'NoVaccinePassports', 'indices': [153, 172]}, {'text': 'TruckersForFreedom', 'indices': [173, 192]}, {'text': 'TheGreatResist', 'indices': [193, 208]}, {'text': 'Nuremberg2', 'indices': [209, 220]}, {'text': 'NoFarmsNoFood', 'indices': [221, 235]}]",['INTERPOL_HQ'],
55,LisaFos16,2022-09-21 17:07:26+00:00,False,,306,392,20793,1,"Needed: Joint @INTERPOL_HQ-RCMP-FBI Investigation into Gov Corruption/Fraud/Racketeering
#cdnpoli #onpoli #bcpoli #qcpoli  #saskpoli 
#NoVaccineMandates
#NoVaccinePassports
#TruckersForFreedom
#TheGreatResist
#Nuremberg2
#NoFarmsNoFood https://t.co/HAhuR7T7Z4","[{'text': 'cdnpoli', 'indices': [106, 114]}, {'text': 'onpoli', 'indices': [115, 122]}, {'text': 'bcpoli', 'indices': [123, 130]}, {'text': 'qcpoli', 'indices': [131, 138]}]","['kittyhundal', 'INTERPOL_HQ']",kittyhundal
56,kittyhundal,2022-09-21 17:06:14+00:00,False,"Cypherpunks: Privacy for the powerless, Transparency for the powerful. #FreeThinker 😺 #FreeAssange #OCLA #TaxtheRich #Panquake #TalkLiberation #TheGreatResist",4033,4110,196754,1,"Needed: Joint @INTERPOL_HQ-RCMP-FBI Investigation into Gov Corruption/Fraud/Racketeering
#cdnpoli #onpoli #bcpoli #qcpoli  #saskpoli 
#NoVaccineMandates
#NoVaccinePassports
#TruckersForFreedom
#TheGreatResist
#Nuremberg2
#NoFarmsNoFood https://t.co/HAhuR7T7Z4","[{'text': 'cdnpoli', 'indices': [89, 97]}, {'text': 'onpoli', 'indices': [98, 105]}, {'text': 'bcpoli', 'indices': [106, 113]}, {'text': 'qcpoli', 'indices': [114, 121]}, {'text': 'saskpoli', 'indices': [123, 132]}, {'text': 'NoVaccineMandates', 'indices': [134, 152]}, {'text': 'NoVaccinePassports', 'indices': [153, 172]}, {'text': 'TruckersForFreedom', 'indices': [173, 192]}, {'text': 'TheGreatResist', 'indices': [193, 208]}, {'text': 'Nuremberg2', 'indices': [209, 220]}, {'text': 'NoFarmsNoFood', 'indices': [221, 235]}]",['INTERPOL_HQ'],
57,kittyhundal,2022-09-21 17:03:41+00:00,False,"Cypherpunks: Privacy for the powerless, Transparency for the powerful. #FreeThinker 😺 #FreeAssange #OCLA #TaxtheRich #Panquake #TalkLiberation #TheGreatResist",4033,4110,196754,0,"Needed: Joint @INTERPOL_HQ-RCMP-FBI Investigation into Gov Corruption/Fraud/Racketeering
#cdnpoli #onpoli #bcpoli #qcpoli  #saskpoli 
#NoVaccineMandates
#NoVaccinePassports
#TruckersForFreedom
#TheGreatResist
#Nuremberg2
#NoFarmsNoFood https://t.co/o47prskGM8","[{'text': 'cdnpoli', 'indices': [89, 97]}, {'text': 'onpoli', 'indices': [98, 105]}, {'text': 'bcpoli', 'indices': [106, 113]}, {'text': 'qcpoli', 'indices': [114, 121]}, {'text': 'saskpoli', 'indices': [123, 132]}, {'text': 'NoVaccineMandates', 'indices': [134, 152]}, {'text': 'NoVaccinePassports', 'indices': [153, 172]}, {'text': 'TruckersForFreedom', 'indices': [173, 192]}, {'text': 'TheGreatResist', 'indices': [193, 208]}, {'text': 'Nuremberg2', 'indices': [209, 220]}, {'text': 'NoFarmsNoFood', 'indices': [221, 235]}]",['INTERPOL_HQ'],
58,kittyhundal,2022-09-21 17:03:03+00:00,False,"Cypherpunks: Privacy for the powerless, Transparency for the powerful. #FreeThinker 😺 #FreeAssange #OCLA #TaxtheRich #Panquake #TalkLiberation #TheGreatResist",4033,4110,196754,0,"Needed: Joint @INTERPOL_HQ-RCMP-FBI Investigation into Gov Corruption/Fraud/Racketeering
#cdnpoli #onpoli #bcpoli #qcpoli  #saskpoli 
#NoVaccineMandates
#NoVaccinePassports
#TruckersForFreedom
#TheGreatResist
#Nuremberg2
#NoFarmsNoFood https://t.co/tZnFsHbmTN","[{'text': 'cdnpoli', 'indices': [89, 97]}, {'text': 'onpoli', 'indices': [98, 105]}, {'text': 'bcpoli', 'indices': [106, 113]}, {'text': 'qcpoli', 'indices': [114, 121]}, {'text': 'saskpoli', 'indices': [123, 132]}, {'text': 'NoVaccineMandates', 'indices': [134, 152]}, {'text': 'NoVaccinePassports', 'indices': [153, 172]}, {'text': 'TruckersForFreedom', 'indices': [173, 192]}, {'text': 'TheGreatResist', 'indices': [193, 208]}, {'text': 'Nuremberg2', 'indices': [209, 220]}, {'text': 'NoFarmsNoFood', 'indices': [221, 235]}]",['INTERPOL_HQ'],
59,luschievano,2022-09-21 17:00:03+00:00,False,"I am a solitary witch from Brazil _ Terapeuta, Naturopata e Astróloga -
Vossa excelência/ Vossa Majestade Imperial",808,16300,57648,1,"Needed: Joint @INTERPOL_HQ-RCMP-FBI Investigation into Gov Corruption/Fraud/Racketeering
#cdnpoli #onpoli #bcpoli #qcpoli  #saskpoli 
#NoVaccineMandates
#NoVaccinePassports
#TruckersForFreedom
#TheGreatResist
#Nuremberg2
#NoFarmsNoFood https://t.co/J5duhDceLD","[{'text': 'cdnpoli', 'indices': [106, 114]}, {'text': 'onpoli', 'indices': [115, 122]}, {'text': 'bcpoli', 'indices': [123, 130]}, {'text': 'qcpoli', 'indices': [131, 138]}]","['kittyhundal', 'INTERPOL_HQ']",kittyhundal
60,TinesWes,2022-09-21 16:56:31+00:00,False,,712,254,11705,233,"Attorney lawyer for military, Todd Callender: 

“according to DMED, military database, all cause mortality spiked 1100% in just 10 months, the year the vaccine was introduced”

That’s just the starting statement

These facts are disturbing
#vaccine #VaccineDeath #Vaccineinjury https://t.co/3cP63Kzcli",[],['bambkb'],bambkb
61,kittyhundal,2022-09-21 16:52:51+00:00,False,"Cypherpunks: Privacy for the powerless, Transparency for the powerful. #FreeThinker 😺 #FreeAssange #OCLA #TaxtheRich #Panquake #TalkLiberation #TheGreatResist",4033,4110,196754,1,"Needed: Joint @INTERPOL_HQ-RCMP-FBI Investigation into Gov Corruption/Fraud/Racketeering
#cdnpoli #onpoli #bcpoli #qcpoli  #saskpoli 
#NoVaccineMandates
#NoVaccinePassports
#TruckersForFreedom
#TheGreatResist
#Nuremberg2
#NoFarmsNoFood https://t.co/J5duhDceLD","[{'text': 'cdnpoli', 'indices': [89, 97]}, {'text': 'onpoli', 'indices': [98, 105]}, {'text': 'bcpoli', 'indices': [106, 113]}, {'text': 'qcpoli', 'indices': [114, 121]}, {'text': 'saskpoli', 'indices': [123, 132]}, {'text': 'NoVaccineMandates', 'indices': [134, 152]}, {'text': 'NoVaccinePassports', 'indices': [153, 172]}, {'text': 'TruckersForFreedom', 'indices': [173, 192]}, {'text': 'TheGreatResist', 'indices': [193, 208]}, {'text': 'Nuremberg2', 'indices': [209, 220]}, {'text': 'NoFarmsNoFood', 'indices': [221, 235]}]",['INTERPOL_HQ'],
62,Daniel09869733,2022-09-21 16:27:28+00:00,False,"Seeking Truth, Sharing Truth,things that are interesting,and funny.",2314,841,5283,3,"2) they came at me with a syringe, I got away this time but only to have government officials waiting for me to take me away. I will never let the Government force something in my body I do not give consent for. #NoVaccineMandates",[],['DearCryptoDiary'],DearCryptoDiary
63,agermani1970,2022-09-21 16:15:59+00:00,False,"American Ex-pat in Spain 🇺🇸❤️🇪🇸 Mother, wife, teacher, dog lover, free thinker and eternal student",385,80,2787,0,Yet private universities like @CarletonCollege are willing to risk our children’s lives by mandating these vaccines without any data in humans. #NoVaccineMandates https://t.co/gfgGbIh7nM,"[{'text': 'NoVaccineMandates', 'indices': [144, 162]}]",['CarletonCollege'],
64,Romsey_squib,2022-09-21 15:34:17+00:00,False,Southampton FC. Hampshire Cricket  #saintsfc ⚽️ #hantscricket 🏏,488,493,4980,0,And is if by magic they wheel this 🤡 back out #antivaccine https://t.co/9yfoVyJUtc,"[{'text': 'antivaccine', 'indices': [46, 58]}]",[],
65,agermani1970,2022-09-21 14:38:01+00:00,False,"American Ex-pat in Spain 🇺🇸❤️🇪🇸 Mother, wife, teacher, dog lover, free thinker and eternal student",385,80,2787,0,Mandating boosters is putting our children at risk @CarletonCollege #NoVaccineMandates https://t.co/SDZEsLlw5M,"[{'text': 'NoVaccineMandates', 'indices': [68, 86]}]",['CarletonCollege'],
